train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,train_auc,val_auc
0.4577377441049624,0.3247254343773007,0.9697128851540616,0.9565217391304348,0.9699750886453377,0.9554012498526016,0.9983984174044884,0.9976723339833484
0.28482646371970993,0.2564715394120831,0.9858193277310925,0.9824561403508771,0.9857792461639596,0.9815170507683798,0.9995058183406038,0.9993068906148341
0.2748619856036344,0.32359960077374517,0.9730392156862745,0.9572845156369184,0.9735873281327138,0.9547712437157201,0.9990693195204581,0.996843353425243
0.2789185562220608,0.2540235039980515,0.9917717086834734,0.9786422578184591,0.991873902258668,0.9780233398745953,0.9998811595565497,0.9992506786838538
0.2557342380118303,0.27661696797013735,0.9865196078431373,0.9725400457665904,0.9865890816881518,0.971407703826968,0.9991970975644515,0.99875335577057
0.2526633920205407,0.24058957854861254,0.9891456582633054,0.9870327993897788,0.9891758223173662,0.9864577286112483,0.9997729838213374,0.9990169625519574
0.23538629702326297,0.25307576179868113,0.988795518207283,0.9832189168573608,0.9888539650298818,0.9822112271420012,0.9997791903410065,0.9984439768330219
0.26016910436774504,0.2522050085343267,0.9907212885154062,0.9816933638443935,0.9906572964491842,0.9813124986847168,0.9999117778317815,0.9989555204844265
0.24287920079979242,0.27495226908466636,0.9842436974789915,0.9740655987795576,0.984262017721193,0.9729828591915383,0.9995595488429649,0.9990380591985691
0.24027071325551896,0.3356997880269152,0.9655112044817927,0.9588100686498856,0.9652463233393752,0.9567646512867641,0.9983887088712426,0.9951063412218171
